"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"html-keyboard-response","450","1835226","0.0-4.0-10.1-1.15","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"learning-instructions","451","1841289","0.0-5.0-0.0-0.0","spark_pilot_2","7336","7","13","Male","","","","","","","2796.2000000001863","<p> Great! You have finished the treasure game </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","452","1850042","0.0-5.0-0.0-0.1","spark_pilot_2","7336","7","13","Male","","","","","","","3720","<p> Now, we are going to ask you to try to remember the pictures that you saw during the game. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","453","1862416","0.0-5.0-0.0-0.2","spark_pilot_2","7336","7","13","Male","","","","","","","3413.7000000001863","<p> On every trial, you will see an image. </p>
            <p> The image may be an <b>old</b> image you saw during the game or a <b>new</b> image that has not been shown before. </p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","454","1873820","0.0-5.0-0.0-0.3","spark_pilot_2","7336","7","13","Male","","","","","","","5077.9000000003725","<p> You should select whether the image is:  </p>
            <p>  'Definitely old', 'Maybe old', 'Maybe new', or 'Definitely new.'  </p>
            <img src='./assets/img/memory/choices.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","455","1879926","0.0-5.0-0.0-0.4","spark_pilot_2","7336","7","13","Male","","","","","","","1283.3999999994412","<p> You should use the 1, 2, 3, and 4 keys to make your responses.  </p>
            <img src='./assets/img/memory/numberedChoices.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","456","1887575","0.0-5.0-0.0-0.5","spark_pilot_2","7336","7","13","Male","","","","","","","1122.8999999994412","<p> You will have <b>10 seconds</b> to make each response. </p>
            <p>  Make sure to respond before time runs out! </p>
            <img src='./assets/img/memory/10second.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","457","1902436","0.0-5.0-0.0-0.6","spark_pilot_2","7336","7","13","Male","","","","","","","3144.4000000003725","<p> Before you play the real game, it is time to practice. </p>
            <p>  Just like in the real game, some of the images in the practice will be ones you have seen before. </p>
            <p>  Others will be entirely new. </p>","","instructions","","","","","","","","","","","","","",""
"memory-trial","458","1906001","0.0-5.0-1.0-0.0","spark_pilot_2","7336","7","13","Male","","false","","","","","2554","./assets/img/space/0.jpg","maybe_old","memory","","10","","true","","","","","","","0","2","old",""
"html-keyboard-response","459","1906506","0.0-5.0-1.0-1.0","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","1","","",""
"memory-trial","460","1909480","0.0-5.0-1.0-0.1","spark_pilot_2","7336","7","13","Male","","false","","","","","1958","./assets/img/space/1.jpg","definitely_new","memory","","0","","false","","","","","","","2","4","old",""
"html-keyboard-response","461","1909990","0.0-5.0-1.0-1.1","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","3","","",""
"memory-trial","462","1912521","0.0-5.0-1.0-0.2","spark_pilot_2","7336","7","13","Male","","false","","","","","1524","./assets/img/space/11.jpg","maybe_new","memory","","10","","true","","","","","","","4","3","new",""
"html-keyboard-response","463","1913041","0.0-5.0-1.0-1.2","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","5","","",""
"memory-trial","464","1915732","0.0-5.0-1.0-0.3","spark_pilot_2","7336","7","13","Male","","false","","","","","1677","./assets/img/space/12.jpg","definitely_old","memory","","0","","false","","","","","","","6","1","new",""
"html-keyboard-response","465","1916250","0.0-5.0-1.0-1.3","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","7","","",""
"learning-instructions","466","1928213","0.0-5.0-2.0-0.0","spark_pilot_2","7336","7","13","Male","","","","","","","3131.0999999996275","<p> Great! You have completed the practice. </p>
            <p> Before you start, we're going to ask you a few questions about how the game works.</p>","","instructions","","","","","","","","","","","","","",""
"comp-q","467","1937831","0.0-5.0-3.0-0.0-0.0","spark_pilot_2","7336","7","13","Male","","","","","","","4447.699999999255","<p> <b> True or False? </b> </p><p> You should use the mouse and click to make your response. </p>","1","comp_question","","","","true","","","","","","","","","",""
"comp-q","468","1946416","0.0-5.0-3.0-0.0-1.0","spark_pilot_2","7336","7","13","Male","","","","","","","2084","<p><b> That's right! </b> You should use the '1', '2', '3', and '4' keys to make your response. </p>","0","comp_answer","","","","","","","","","","","","","",""
"comp-q","469","1953563","0.0-5.0-3.0-0.1-0.1","spark_pilot_2","7336","7","13","Male","","","","","","","1991.2000000001863","<p> <b> True or False? </b> </p><p> You will have as much time as you want to make each choice. </p>","1","comp_question","","","","true","","","","","","","","","",""
"comp-q","470","1960534","0.0-5.0-3.0-0.1-1.1","spark_pilot_2","7336","7","13","Male","","","","","","","2121.7999999998137","<p> <b> That's right! </b> You will only have 10 seconds to make each choice. </p>","0","comp_answer","","","","","","","","","","","","","",""
"memory-trial","471","1966973","0.0-5.0-4.0-0.0","spark_pilot_2","7336","7","13","Male","","false","","","","","5422","./assets/img/canyon/memory/7.jpg","maybe_old","memory","","10","","true","","","","","","","8","2","old",""
"html-keyboard-response","472","1967487","0.0-5.0-4.0-1.0","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","9","","",""
"memory-trial","473","1969980","0.0-5.0-4.0-0.1","spark_pilot_2","7336","7","13","Male","","false","","","","","1480","./assets/img/ocean/memory/25.jpg","definitely_new","memory","","10","","true","","","","","","","10","4","new",""
"html-keyboard-response","474","1970496","0.0-5.0-4.0-1.1","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","11","","",""
"memory-trial","475","1972740","0.0-5.0-4.0-0.2","spark_pilot_2","7336","7","13","Male","","false","","","","","1238","./assets/img/canyon/memory/32.jpg","definitely_new","memory","","10","","true","","","","","","","12","4","new",""
"html-keyboard-response","476","1973260","0.0-5.0-4.0-1.2","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","13","","",""
"memory-trial","477","1976081","0.0-5.0-4.0-0.3","spark_pilot_2","7336","7","13","Male","","false","","","","","1799","./assets/img/canyon/memory/41.jpg","maybe_new","memory","","10","","true","","","","","","","14","3","new",""
"html-keyboard-response","478","1976594","0.0-5.0-4.0-1.3","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","15","","",""
"memory-trial","479","1979505","0.0-5.0-4.0-0.4","spark_pilot_2","7336","7","13","Male","","false","","","","","1900","./assets/img/ocean/memory/34.jpg","maybe_new","memory","","0","","false","","","","","","","16","3","old",""
"html-keyboard-response","480","1980010","0.0-5.0-4.0-1.4","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","17","","",""
"memory-trial","481","1982571","0.0-5.0-4.0-0.5","spark_pilot_2","7336","7","13","Male","","false","","","","","1554","./assets/img/ocean/memory/11.jpg","maybe_new","memory","","10","","true","","","","","","","18","3","new",""
"html-keyboard-response","482","1983090","0.0-5.0-4.0-1.5","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","19","","",""
"memory-trial","483","1985240","0.0-5.0-4.0-0.6","spark_pilot_2","7336","7","13","Male","","false","","","","","1145","./assets/img/ocean/memory/19.jpg","maybe_old","memory","","0","","false","","","","","","","20","2","new",""
"html-keyboard-response","484","1985745","0.0-5.0-4.0-1.6","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","21","","",""
"memory-trial","485","1988447","0.0-5.0-4.0-0.7","spark_pilot_2","7336","7","13","Male","","false","","","","","1687","./assets/img/ocean/memory/21.jpg","definitely_old","memory","","10","","true","","","","","","","22","1","old",""
"html-keyboard-response","486","1988949","0.0-5.0-4.0-1.7","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","23","","",""
"memory-trial","487","1991104","0.0-5.0-4.0-0.8","spark_pilot_2","7336","7","13","Male","","false","","","","","1154","./assets/img/canyon/memory/24.jpg","maybe_old","memory","","0","","false","","","","","","","24","2","new",""
"html-keyboard-response","488","1991605","0.0-5.0-4.0-1.8","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","25","","",""
"memory-trial","489","1993996","0.0-5.0-4.0-0.9","spark_pilot_2","7336","7","13","Male","","false","","","","","1389","./assets/img/ocean/memory/8.jpg","definitely_old","memory","","10","","true","","","","","","","26","1","old",""
"html-keyboard-response","490","1994498","0.0-5.0-4.0-1.9","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","27","","",""
"memory-trial","491","1996654","0.0-5.0-4.0-0.10","spark_pilot_2","7336","7","13","Male","","false","","","","","1154","./assets/img/ocean/memory/28.jpg","definitely_new","memory","","10","","true","","","","","","","28","4","new",""
"html-keyboard-response","492","1997155","0.0-5.0-4.0-1.10","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","29","","",""
"memory-trial","493","1999894","0.0-5.0-4.0-0.11","spark_pilot_2","7336","7","13","Male","","false","","","","","1737","./assets/img/ocean/memory/30.jpg","maybe_old","memory","","0","","false","","","","","","","30","2","new",""
"html-keyboard-response","494","2000396","0.0-5.0-4.0-1.11","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","31","","",""
"memory-trial","495","2002672","0.0-5.0-4.0-0.12","spark_pilot_2","7336","7","13","Male","","false","","","","","1274","./assets/img/ocean/memory/29.jpg","definitely_old","memory","","0","","false","","","","","","","32","1","new",""
"html-keyboard-response","496","2003174","0.0-5.0-4.0-1.12","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","33","","",""
"memory-trial","497","2005421","0.0-5.0-4.0-0.13","spark_pilot_2","7336","7","13","Male","","false","","","","","1245","./assets/img/canyon/memory/40.jpg","definitely_old","memory","","10","","true","","","","","","","34","1","old",""
"html-keyboard-response","498","2005923","0.0-5.0-4.0-1.13","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","35","","",""
"memory-trial","499","2008166","0.0-5.0-4.0-0.14","spark_pilot_2","7336","7","13","Male","","false","","","","","1241","./assets/img/canyon/memory/27.jpg","definitely_new","memory","","0","","false","","","","","","","36","4","old",""
"html-keyboard-response","500","2008667","0.0-5.0-4.0-1.14","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","37","","",""
"memory-trial","501","2010892","0.0-5.0-4.0-0.15","spark_pilot_2","7336","7","13","Male","","false","","","","","1213","./assets/img/canyon/memory/21.jpg","definitely_old","memory","","10","","true","","","","","","","38","1","old",""
"html-keyboard-response","502","2011393","0.0-5.0-4.0-1.15","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","39","","",""
"memory-trial","503","2013910","0.0-5.0-4.0-0.16","spark_pilot_2","7336","7","13","Male","","false","","","","","1516","./assets/img/ocean/memory/40.jpg","maybe_new","memory","","0","","false","","","","","","","40","3","old",""
"html-keyboard-response","504","2014411","0.0-5.0-4.0-1.16","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","41","","",""
"memory-trial","505","2016600","0.0-5.0-4.0-0.17","spark_pilot_2","7336","7","13","Male","","false","","","","","1187","./assets/img/canyon/memory/39.jpg","definitely_old","memory","","10","","true","","","","","","","42","1","old",""
"html-keyboard-response","506","2017101","0.0-5.0-4.0-1.17","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","43","","",""
"memory-trial","507","2019280","0.0-5.0-4.0-0.18","spark_pilot_2","7336","7","13","Male","","false","","","","","1177","./assets/img/canyon/memory/8.jpg","definitely_old","memory","","10","","true","","","","","","","44","1","old",""
"html-keyboard-response","508","2019781","0.0-5.0-4.0-1.18","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","45","","",""
"memory-trial","509","2022137","0.0-5.0-4.0-0.19","spark_pilot_2","7336","7","13","Male","","false","","","","","1353","./assets/img/ocean/memory/31.jpg","definitely_new","memory","","0","","false","","","","","","","46","4","old",""
"html-keyboard-response","510","2022639","0.0-5.0-4.0-1.19","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","47","","",""
"memory-trial","511","2024769","0.0-5.0-4.0-0.20","spark_pilot_2","7336","7","13","Male","","false","","","","","1128","./assets/img/canyon/memory/37.jpg","definitely_old","memory","","0","","false","","","","","","","48","1","new",""
"html-keyboard-response","512","2025270","0.0-5.0-4.0-1.20","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","49","","",""
"memory-trial","513","2027587","0.0-5.0-4.0-0.21","spark_pilot_2","7336","7","13","Male","","false","","","","","1315","./assets/img/ocean/memory/23.jpg","maybe_new","memory","","10","","true","","","","","","","50","3","new",""
"html-keyboard-response","514","2028088","0.0-5.0-4.0-1.21","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","51","","",""
"memory-trial","515","2030253","0.0-5.0-4.0-0.22","spark_pilot_2","7336","7","13","Male","","false","","","","","1162","./assets/img/ocean/memory/39.jpg","definitely_old","memory","","0","","false","","","","","","","52","1","new",""
"html-keyboard-response","516","2030754","0.0-5.0-4.0-1.22","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","53","","",""
"memory-trial","517","2033091","0.0-5.0-4.0-0.23","spark_pilot_2","7336","7","13","Male","","false","","","","","1335","./assets/img/canyon/memory/11.jpg","maybe_old","memory","","10","","true","","","","","","","54","2","old",""
"html-keyboard-response","518","2033592","0.0-5.0-4.0-1.23","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","55","","",""
"memory-trial","519","2035656","0.0-5.0-4.0-0.24","spark_pilot_2","7336","7","13","Male","","false","","","","","1062","./assets/img/ocean/memory/22.jpg","maybe_new","memory","","0","","false","","","","","","","56","3","old",""
"html-keyboard-response","520","2036157","0.0-5.0-4.0-1.24","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","57","","",""
"memory-trial","521","2038396","0.0-5.0-4.0-0.25","spark_pilot_2","7336","7","13","Male","","false","","","","","1236","./assets/img/canyon/memory/36.jpg","maybe_new","memory","","0","","false","","","","","","","58","3","old",""
"html-keyboard-response","522","2038897","0.0-5.0-4.0-1.25","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","59","","",""
"memory-trial","523","2041130","0.0-5.0-4.0-0.26","spark_pilot_2","7336","7","13","Male","","false","","","","","1230","./assets/img/canyon/memory/26.jpg","definitely_old","memory","","0","","false","","","","","","","60","1","new",""
"html-keyboard-response","524","2041631","0.0-5.0-4.0-1.26","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","61","","",""
"memory-trial","525","2043832","0.0-5.0-4.0-0.27","spark_pilot_2","7336","7","13","Male","","false","","","","","1188","./assets/img/canyon/memory/20.jpg","definitely_new","memory","","10","","true","","","","","","","62","4","new",""
"html-keyboard-response","526","2044334","0.0-5.0-4.0-1.27","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","63","","",""
"memory-trial","527","2046544","0.0-5.0-4.0-0.28","spark_pilot_2","7336","7","13","Male","","false","","","","","1207","./assets/img/ocean/memory/36.jpg","definitely_new","memory","","10","","true","","","","","","","64","4","new",""
"html-keyboard-response","528","2047045","0.0-5.0-4.0-1.28","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","65","","",""
"memory-trial","529","2049469","0.0-5.0-4.0-0.29","spark_pilot_2","7336","7","13","Male","","false","","","","","1421","./assets/img/ocean/memory/2.jpg","maybe_old","memory","","10","","true","","","","","","","66","2","old",""
"html-keyboard-response","530","2049970","0.0-5.0-4.0-1.29","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","67","","",""
"memory-trial","531","2052103","0.0-5.0-4.0-0.30","spark_pilot_2","7336","7","13","Male","","false","","","","","1131","./assets/img/canyon/memory/34.jpg","maybe_new","memory","","10","","true","","","","","","","68","3","new",""
"html-keyboard-response","532","2052605","0.0-5.0-4.0-1.30","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","69","","",""
"memory-trial","533","2054855","0.0-5.0-4.0-0.31","spark_pilot_2","7336","7","13","Male","","false","","","","","1249","./assets/img/canyon/memory/35.jpg","definitely_old","memory","","10","","true","","","","","","","70","1","old",""
"html-keyboard-response","534","2055356","0.0-5.0-4.0-1.31","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","71","","",""
"memory-trial","535","2057590","0.0-5.0-4.0-0.32","spark_pilot_2","7336","7","13","Male","","false","","","","","1232","./assets/img/canyon/memory/5.jpg","maybe_old","memory","","0","","false","","","","","","","72","2","new",""
"html-keyboard-response","536","2058092","0.0-5.0-4.0-1.32","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","73","","",""
"memory-trial","537","2060331","0.0-5.0-4.0-0.33","spark_pilot_2","7336","7","13","Male","","false","","","","","1237","./assets/img/ocean/memory/5.jpg","maybe_new","memory","","10","","true","","","","","","","74","3","new",""
"html-keyboard-response","538","2060832","0.0-5.0-4.0-1.33","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","75","","",""
"memory-trial","539","2063120","0.0-5.0-4.0-0.34","spark_pilot_2","7336","7","13","Male","","false","","","","","1285","./assets/img/ocean/memory/33.jpg","maybe_new","memory","","10","","true","","","","","","","76","3","new",""
"html-keyboard-response","540","2063621","0.0-5.0-4.0-1.34","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","77","","",""
"memory-trial","541","2065811","0.0-5.0-4.0-0.35","spark_pilot_2","7336","7","13","Male","","false","","","","","1188","./assets/img/ocean/memory/7.jpg","maybe_old","memory","","10","","true","","","","","","","78","2","old",""
"html-keyboard-response","542","2066313","0.0-5.0-4.0-1.35","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","79","","",""
"memory-trial","543","2068544","0.0-5.0-4.0-0.36","spark_pilot_2","7336","7","13","Male","","false","","","","","1229","./assets/img/ocean/memory/10.jpg","definitely_new","memory","","0","","false","","","","","","","80","4","old",""
"html-keyboard-response","544","2069045","0.0-5.0-4.0-1.36","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","81","","",""
"memory-trial","545","2071567","0.0-5.0-4.0-0.37","spark_pilot_2","7336","7","13","Male","","false","","","","","1519","./assets/img/ocean/memory/27.jpg","definitely_new","memory","","10","","true","","","","","","","82","4","new",""
"html-keyboard-response","546","2072068","0.0-5.0-4.0-1.37","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","83","","",""
"memory-trial","547","2074614","0.0-5.0-4.0-0.38","spark_pilot_2","7336","7","13","Male","","false","","","","","1543","./assets/img/ocean/memory/9.jpg","definitely_new","memory","","10","","true","","","","","","","84","4","new",""
"html-keyboard-response","548","2075116","0.0-5.0-4.0-1.38","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","85","","",""
"memory-trial","549","2077202","0.0-5.0-4.0-0.39","spark_pilot_2","7336","7","13","Male","","false","","","","","1084","./assets/img/ocean/memory/1.jpg","definitely_new","memory","","0","","false","","","","","","","86","4","old",""
"html-keyboard-response","550","2077704","0.0-5.0-4.0-1.39","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","87","","",""
"memory-trial","551","2079789","0.0-5.0-4.0-0.40","spark_pilot_2","7336","7","13","Male","","false","","","","","1083","./assets/img/canyon/memory/30.jpg","maybe_new","memory","","10","","true","","","","","","","88","3","new",""
"html-keyboard-response","552","2080290","0.0-5.0-4.0-1.40","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","89","","",""
"memory-trial","553","2082445","0.0-5.0-4.0-0.41","spark_pilot_2","7336","7","13","Male","","false","","","","","1152","./assets/img/ocean/memory/41.jpg","definitely_new","memory","","0","","false","","","","","","","90","4","old",""
"html-keyboard-response","554","2082946","0.0-5.0-4.0-1.41","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","91","","",""
"memory-trial","555","2085565","0.0-5.0-4.0-0.42","spark_pilot_2","7336","7","13","Male","","false","","","","","1617","./assets/img/canyon/memory/1.jpg","definitely_new","memory","","10","","true","","","","","","","92","4","new",""
"html-keyboard-response","556","2086066","0.0-5.0-4.0-1.42","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","93","","",""
"memory-trial","557","2088199","0.0-5.0-4.0-0.43","spark_pilot_2","7336","7","13","Male","","false","","","","","1131","./assets/img/canyon/memory/17.jpg","maybe_old","memory","","10","","true","","","","","","","94","2","old",""
"html-keyboard-response","558","2088710","0.0-5.0-4.0-1.43","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","95","","",""
"memory-trial","559","2090943","0.0-5.0-4.0-0.44","spark_pilot_2","7336","7","13","Male","","false","","","","","1230","./assets/img/canyon/memory/25.jpg","maybe_new","memory","","10","","true","","","","","","","96","3","new",""
"html-keyboard-response","560","2091444","0.0-5.0-4.0-1.44","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","97","","",""
"memory-trial","561","2093616","0.0-5.0-4.0-0.45","spark_pilot_2","7336","7","13","Male","","false","","","","","1170","./assets/img/canyon/memory/10.jpg","definitely_old","memory","","0","","false","","","","","","","98","1","new",""
"html-keyboard-response","562","2094118","0.0-5.0-4.0-1.45","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","99","","",""
"memory-trial","563","2096250","0.0-5.0-4.0-0.46","spark_pilot_2","7336","7","13","Male","","false","","","","","1131","./assets/img/ocean/memory/16.jpg","definitely_new","memory","","0","","false","","","","","","","100","4","old",""
"html-keyboard-response","564","2096752","0.0-5.0-4.0-1.46","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","101","","",""
"memory-trial","565","2099253","0.0-5.0-4.0-0.47","spark_pilot_2","7336","7","13","Male","","false","","","","","1499","./assets/img/ocean/memory/35.jpg","maybe_new","memory","","0","","false","","","","","","","102","3","old",""
"html-keyboard-response","566","2099754","0.0-5.0-4.0-1.47","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","103","","",""
"memory-trial","567","2101933","0.0-5.0-4.0-0.48","spark_pilot_2","7336","7","13","Male","","false","","","","","1177","./assets/img/canyon/memory/18.jpg","definitely_new","memory","","10","","true","","","","","","","104","4","new",""
"html-keyboard-response","568","2102434","0.0-5.0-4.0-1.48","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","105","","",""
"memory-trial","569","2104491","0.0-5.0-4.0-0.49","spark_pilot_2","7336","7","13","Male","","false","","","","","1055","./assets/img/canyon/memory/23.jpg","definitely_old","memory","","10","","true","","","","","","","106","1","old",""
"html-keyboard-response","570","2104993","0.0-5.0-4.0-1.49","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","107","","",""
"memory-trial","571","2107174","0.0-5.0-4.0-0.50","spark_pilot_2","7336","7","13","Male","","false","","","","","1181","./assets/img/canyon/memory/31.jpg","maybe_old","memory","","10","","true","","","","","","","108","2","old",""
"html-keyboard-response","572","2107676","0.0-5.0-4.0-1.50","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","109","","",""
"memory-trial","573","2109866","0.0-5.0-4.0-0.51","spark_pilot_2","7336","7","13","Male","","false","","","","","1188","./assets/img/ocean/memory/38.jpg","maybe_new","memory","","10","","true","","","","","","","110","3","new",""
"html-keyboard-response","574","2110367","0.0-5.0-4.0-1.51","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","111","","",""
"memory-trial","575","2112548","0.0-5.0-4.0-0.52","spark_pilot_2","7336","7","13","Male","","false","","","","","1179","./assets/img/canyon/memory/16.jpg","definitely_old","memory","","10","","true","","","","","","","112","1","old",""
"html-keyboard-response","576","2113050","0.0-5.0-4.0-1.52","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","113","","",""
"memory-trial","577","2115314","0.0-5.0-4.0-0.53","spark_pilot_2","7336","7","13","Male","","false","","","","","1262","./assets/img/ocean/memory/17.jpg","maybe_new","memory","","0","","false","","","","","","","114","3","old",""
"html-keyboard-response","578","2115815","0.0-5.0-4.0-1.53","spark_pilot_2","7336","7","13","Male","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","115","","",""
"memory-trial","579","2118263","0.0-5.0-4.0-0.54","spark_pilot_2","7336","7","13","Male","","false","","","","","1446","./assets/img/ocean/memory/18.jpg","definitely_new","memory","","0","","false","","","","","","","116","4","old",""
