"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","audioStim","slider_start","answer","error","numberMissed","duration","trial_num","condition","order","bonus"
"html-keyboard-response","252","1251167","0.0-4.0-4.0-1.1","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","253","1255196","0.0-4.0-4.0-0.2","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[747]","./assets/img/canyon/animals/lion.jpg","[""ArrowRight""]","revaluation","canyon","7","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","false","ArrowDown,ArrowRight","","17_1","","","","","","2","revaluation","1",""
"html-keyboard-response","254","1255717","0.0-4.0-4.0-1.2","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","255","1259757","0.0-4.0-4.0-0.3","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[689]","./assets/img/canyon/animals/lion.jpg","[""ArrowRight""]","revaluation","canyon","7","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","false","ArrowDown,ArrowRight","","16_0","","","","","","3","revaluation","1",""
"html-keyboard-response","256","1260271","0.0-4.0-4.0-1.3","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"html-slider-response","257","1266328","0.0-4.0-4.0-2.3-0.3","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","6054","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","5","beep chest","","","","false","","","","50","8","3","","","","","",""
"revaluation","258","1270367","0.0-4.0-4.0-0.4","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[1198]","./assets/img/canyon/animals/giraffe.jpg","[""ArrowLeft""]","revaluation","canyon","27","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowUp,ArrowLeft","","1_4","","","","","","4","revaluation","1",""
"html-keyboard-response","259","1270886","0.0-4.0-4.0-1.4","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","260","1274896","0.0-4.0-4.0-0.5","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[1314]","./assets/img/canyon/animals/giraffe.jpg","[""ArrowLeft""]","revaluation","canyon","27","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowUp,ArrowLeft","","3_0","","","","","","5","revaluation","1",""
"html-keyboard-response","261","1275416","0.0-4.0-4.0-1.5","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","262","1279456","0.0-4.0-4.0-0.6","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[1404]","./assets/img/canyon/animals/lion.jpg","[""ArrowLeft""]","revaluation","canyon","21","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowDown,ArrowLeft","","15_0","","","","","","6","revaluation","1",""
"html-keyboard-response","263","1279976","0.0-4.0-4.0-1.6","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","264","1284017","0.0-4.0-4.0-0.7","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[1202]","./assets/img/canyon/animals/lion.jpg","[""ArrowLeft""]","revaluation","canyon","21","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowDown,ArrowLeft","","12_2","","","","","","7","revaluation","1",""
"html-keyboard-response","265","1284536","0.0-4.0-4.0-1.7","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"html-slider-response","266","1288624","0.0-4.0-4.0-2.7-0.7","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","4087","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","9","beep chest","","","","false","","","","50","6","3","","","","","",""
"revaluation","267","1292656","0.0-4.0-4.0-0.8","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[907]","./assets/img/canyon/animals/giraffe.jpg","[""ArrowLeft""]","revaluation","canyon","27","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowUp,ArrowLeft","","8_2","","","","","","8","revaluation","1",""
"html-keyboard-response","268","1293176","0.0-4.0-4.0-1.8","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","269","1297196","0.0-4.0-4.0-0.9","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[1840]","./assets/img/canyon/animals/giraffe.jpg","[""ArrowLeft""]","revaluation","canyon","27","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowUp,ArrowLeft","","5_4","","","","","","9","revaluation","1",""
"html-keyboard-response","270","1297715","0.0-4.0-4.0-1.9","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","271","1301746","0.0-4.0-4.0-0.10","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[1214]","./assets/img/canyon/animals/lion.jpg","[""ArrowLeft""]","revaluation","canyon","21","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowDown,ArrowLeft","","18_0","","","","","","10","revaluation","1",""
"html-keyboard-response","272","1302266","0.0-4.0-4.0-1.10","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","273","1306306","0.0-4.0-4.0-0.11","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[1225]","./assets/img/canyon/animals/lion.jpg","[""ArrowLeft""]","revaluation","canyon","21","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowDown,ArrowLeft","","14_4","","","","","","11","revaluation","1",""
"html-keyboard-response","274","1306825","0.0-4.0-4.0-1.11","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"html-slider-response","275","1310872","0.0-4.0-4.0-2.11-0.11","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","4046","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","8","beep chest","","","","false","","","","50","10","2","","","","","",""
"revaluation","276","1314876","0.0-4.0-4.0-0.12","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[883]","./assets/img/canyon/animals/lion.jpg","[""ArrowLeft""]","revaluation","canyon","21","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowDown,ArrowLeft","","11_4","","","","","","12","revaluation","1",""
"html-keyboard-response","277","1315395","0.0-4.0-4.0-1.12","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","278","1319450","0.0-4.0-4.0-0.13","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[1231]","./assets/img/canyon/animals/lion.jpg","[""ArrowLeft""]","revaluation","canyon","21","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowDown,ArrowLeft","","10_3","","","","","","13","revaluation","1",""
"html-keyboard-response","279","1319976","0.0-4.0-4.0-1.13","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","280","1324016","0.0-4.0-4.0-0.14","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[823]","./assets/img/canyon/animals/giraffe.jpg","[""ArrowLeft""]","revaluation","canyon","27","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowUp,ArrowLeft","","9_2","","","","","","14","revaluation","1",""
"html-keyboard-response","281","1324526","0.0-4.0-4.0-1.14","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","282","1328575","0.0-4.0-4.0-0.15","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[873]","./assets/img/canyon/animals/giraffe.jpg","[""ArrowLeft""]","revaluation","canyon","27","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowUp,ArrowLeft","","4_0","","","","","","15","revaluation","1",""
"html-keyboard-response","283","1329095","0.0-4.0-4.0-1.15","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"html-slider-response","284","1334645","0.0-4.0-4.0-2.15-0.15","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","5549","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","8","beep chest","","","","false","","","","50","9","1","","","","","",""
"revaluation","285","1338696","0.0-4.0-4.0-0.16","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[1326]","./assets/img/canyon/animals/lion.jpg","[""ArrowLeft""]","revaluation","canyon","21","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowDown,ArrowLeft","","13_2","","","","","","16","revaluation","1",""
"html-keyboard-response","286","1339215","0.0-4.0-4.0-1.16","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","287","1343255","0.0-4.0-4.0-0.17","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[465]","./assets/img/canyon/animals/giraffe.jpg","[""ArrowRight""]","revaluation","canyon","15","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","false","ArrowUp,ArrowRight","","2_1","","","","","","17","revaluation","1",""
"html-keyboard-response","288","1343765","0.0-4.0-4.0-1.17","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","289","1356609","0.0-4.0-5.0-0.0-0.0","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","1442","<p> Time to play the dot game! </p>
            <p> For one minute, click the red dots on the following screen as they appear. </p>
            <p><b> Don't look away, as you will earn bonus for clicking dots</b>. </p>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","290","1416624","0.0-4.0-5.0-1.0-0.0","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","[79,83,75,84,69,112,73]","","","rest","","70","","","","","","","","","0","60000","","","",""
"learning-instructions","291","1424744","0.0-4.0-6.0-0.0","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<p> You have almost finished this part of the game! </p>
            <p> We are going to ask you to make a few more choices. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","292","1440734","0.0-4.0-6.0-0.1","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<p> First, you need to decide whether to go up or down. When you see each picture, use the arrow keys to make your choice. </p>
            <p><b>You will not see which animal you found, but try to get to the one that will give you the most treasure.</b></p>","","instructions","","","","","","","","","","","","","","","",""
"html-keyboard-response","293","1441753","0.0-4.0-7.0-0.0","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:100px;color:red;"">Starting in...</div>","null","","","","","","","","","","","","","","","","",""
"html-keyboard-response","294","1442774","0.0-4.0-7.0-1.0","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:200px;color:red;"">3</div>","null","","","","","","","","","","","","","","","","",""
"html-keyboard-response","295","1443793","0.0-4.0-7.0-2.0","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:200px;color:red;"">2</div>","null","","","","","","","","","","","","","","","","",""
"html-keyboard-response","296","1444813","0.0-4.0-7.0-3.0","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:200px;color:red;"">1</div>","null","","","","","","","","","","","","","","","","",""
"revaluation","297","1445250","0.0-4.0-8.0-0.0","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[434]","./assets/img/canyon/test/1.jpg","[""ArrowDown""]","first stage test","canyon","0","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","false","ArrowDown","false","","","","","","","","revaluation","1",""
"html-keyboard-response","298","1445753","0.0-4.0-8.0-1.0","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","299","1447681","0.0-4.0-8.0-0.1","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[1925]","./assets/img/canyon/test/0.jpg","[""ArrowDown""]","first stage test","canyon","0","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","false","ArrowDown","false","","","","","","","","revaluation","1",""
"html-keyboard-response","300","1448193","0.0-4.0-8.0-1.1","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","301","1449358","0.0-4.0-8.0-0.2","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[1163]","./assets/img/canyon/test/2.jpg","[""ArrowDown""]","first stage test","canyon","0","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","false","ArrowDown","false","","","","","","","","revaluation","1",""
"html-keyboard-response","302","1449863","0.0-4.0-8.0-1.2","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","303","1451479","0.0-4.0-8.0-0.3","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[1614]","./assets/img/canyon/test/3.jpg","[""ArrowUp""]","first stage test","canyon","0","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowUp","false","","","","","","","","revaluation","1",""
"html-keyboard-response","304","1451984","0.0-4.0-8.0-1.3","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","305","1465343","0.0-4.0-9.0-0.0","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<p> Now you will see the animals again and can search their chests for treasure. </p>
            <p> This time, you will not see how much treasure you earned, but you will earn more bonus money for making better choices. </p>","","instructions","","","","","","","","","","","","","","","",""
"html-keyboard-response","306","1466353","0.0-4.0-10.0-0.0","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:100px;color:red;"">Starting in...</div>","null","","","","","","","","","","","","","","","","",""
"html-keyboard-response","307","1467373","0.0-4.0-10.0-1.0","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:200px;color:red;"">3</div>","null","","","","","","","","","","","","","","","","",""
"html-keyboard-response","308","1468373","0.0-4.0-10.0-2.0","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:200px;color:red;"">2</div>","null","","","","","","","","","","","","","","","","",""
"html-keyboard-response","309","1469393","0.0-4.0-10.0-3.0","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:200px;color:red;"">1</div>","null","","","","","","","","","","","","","","","","",""
"revaluation","310","1471281","0.0-4.0-11.0-0.0","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[1885]","./assets/img/canyon/animals/giraffe.jpg","[""ArrowLeft""]","second stage test","canyon","0","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowUp,ArrowLeft","","","","","","","","","revaluation","1",""
"html-keyboard-response","311","1471793","0.0-4.0-11.0-1.0","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","312","1472933","0.0-4.0-11.0-0.1","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[1139]","./assets/img/canyon/animals/giraffe.jpg","[""ArrowLeft""]","second stage test","canyon","0","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowUp,ArrowLeft","","","","","","","","","revaluation","1",""
"html-keyboard-response","313","1473453","0.0-4.0-11.0-1.1","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","314","1474008","0.0-4.0-11.0-0.2","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[552]","./assets/img/canyon/animals/giraffe.jpg","[""ArrowLeft""]","second stage test","canyon","0","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowUp,ArrowLeft","","","","","","","","","revaluation","1",""
"html-keyboard-response","315","1474523","0.0-4.0-11.0-1.2","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","316","1474972","0.0-4.0-11.0-0.3","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[447]","./assets/img/canyon/animals/giraffe.jpg","[""ArrowLeft""]","second stage test","canyon","0","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowUp,ArrowLeft","","","","","","","","","revaluation","1",""
"html-keyboard-response","317","1475483","0.0-4.0-11.0-1.3","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","318","1476536","0.0-4.0-11.0-0.4","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[1051]","./assets/img/canyon/animals/lion.jpg","[""ArrowLeft""]","second stage test","canyon","0","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowDown,ArrowLeft","","","","","","","","","revaluation","1",""
"html-keyboard-response","319","1477043","0.0-4.0-11.0-1.4","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","320","1478445","0.0-4.0-11.0-0.5","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[1400]","./assets/img/canyon/animals/lion.jpg","[""ArrowRight""]","second stage test","canyon","0","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","false","ArrowDown,ArrowRight","","","","","","","","","revaluation","1",""
"html-keyboard-response","321","1478962","0.0-4.0-11.0-1.5","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","322","1480192","0.0-4.0-11.0-0.6","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[1230]","./assets/img/canyon/animals/lion.jpg","[""ArrowRight""]","second stage test","canyon","0","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","false","ArrowDown,ArrowRight","","","","","","","","","revaluation","1",""
"html-keyboard-response","323","1480703","0.0-4.0-11.0-1.6","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","324","1481985","0.0-4.0-11.0-0.7","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[1280]","./assets/img/canyon/animals/lion.jpg","[""ArrowLeft""]","second stage test","canyon","0","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","true","ArrowDown,ArrowLeft","","","","","","","","","revaluation","1",""
"html-keyboard-response","325","1482503","0.0-4.0-11.0-1.7","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","326","1487740","0.0-4.0-0.1-0.2","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","2505","<p> This time you are searching for treasure in the <b>ocean</b>.</p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","327","1508226","0.0-4.0-0.1-0.3","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","3233","<p><b>New</b> animals with <b>new</b> treasure chests live here. You need to explore to discover where the animal with the best treasure chest is.</p>
                    <p> Like before, once you figure out which animal has the chest with the most treasure, you should try to get to that animal and select that chest! </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","328","1524992","0.0-4.0-1.1-0.1","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","2028","<p> Remember, when you see a picture of the place, use the up and down keys to <b>find an animal</b>.</p>
            <p> When you encounter an animal, you should use the left and right keys to <b>select a treasure chest</b>.</p>
            <p> Don't forget to look out for the robber! </p>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","329","1531023","0.0-4.0-2.1-0.50","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[851,490]","./assets/img/ocean/memory/1.jpg","[""ArrowDown"",""ArrowRight""]","value training","ocean","17","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowDown,ArrowRight","false","","","","","","","0","original","2",""
"html-keyboard-response","330","1531542","0.0-4.0-2.1-1.50","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","1","","",""
"revaluation","331","1537602","0.0-4.0-2.1-0.51","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[628,463]","./assets/img/ocean/memory/20.jpg","[""ArrowUp"",""ArrowRight""]","value training","ocean","10","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowUp,ArrowRight","false","","","","","","","2","original","2",""
"html-keyboard-response","332","1538122","0.0-4.0-2.1-1.51","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","3","","",""
"revaluation","333","1544182","0.0-4.0-2.1-0.52","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[380,372]","./assets/img/ocean/memory/23.jpg","[""ArrowDown"",""ArrowLeft""]","value training","ocean","5","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowDown,ArrowLeft","false","","","","","","","4","original","2",""
"html-keyboard-response","334","1544702","0.0-4.0-2.1-1.52","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","5","","",""
